video_id,angry,disgust,fear,happy,sad,surprise,neutral
2a9mqxV8mv8,1,0,0,1,0,0,1
2AS-HLqf5f0,0,0,0,0,1,0,0
2bkfttlImCM,0,0,0,1,0,0,0
2bNIIdnT7Is,0,0,0,0,0,0,0
2Bw7IEdDKNU,0,0,0,0,0,0,1
2B_N1AM7IAE,0,0,0,0,0,0,0
2c181Ra66as,0,0,0,0,1,0,0
2c18PX9acwU,1,0,0,0,0,1,0
2CjOlf8fr9U,0,0,0,1,0,0,0
2cQlFG_9zXk,0,0,0,0,0,0,0
2cR2UTLXpkU,0,0,0,1,0,0,0
2cVmGEqVyhQ,0,0,1,2,0,0,0
2cwohcLrl3Q,0,0,0,0,0,0,0
2dfd-NLO0OQ,0,0,0,0,0,0,0
2DTyOTau_NU,0,0,0,0,2,0,0
2E2FE0aCHUc,0,0,0,0,0,0,0
2EdURDPMd68,0,0,0,0,1,0,0
2eJ_kP1ebGw,0,0,0,0,0,0,0
2EnZBRec4Ms,0,0,0,0,0,0,0
2EOCyPAWJp8,0,0,0,0,0,0,1
2EPi1R9oZIw,0,0,2,0,0,0,0
2ETCtce-vl0,0,0,0,0,0,0,0
2eUDm2_ZSwc,0,0,0,0,0,0,0
2EuNSig1Rpo,0,0,0,0,1,0,0
2EVI7wIV7tk,0,0,0,3,0,0,0
2eyHFtvRUAc,0,0,0,0,0,0,0
2F8XCpKRWmM,0,0,0,0,0,0,0
2fJidsBpexY,0,0,0,0,1,0,0
2FNOuMlLGUA,0,0,0,0,0,0,0
2hIrbnVx4k4,0,0,0,0,1,0,0
2HwYF1P26mA,0,0,0,0,0,0,0
2hY4BvDOvJ4,0,0,0,2,0,0,0
2hYsrKaps08,1,0,0,1,0,0,0
2i4JxWkSYzU,1,0,0,0,2,0,3
2ia6WEngkkU,0,0,0,0,0,0,1
2iAyXweA3WQ,1,0,0,0,2,0,0
2iFXXGuUQcU,0,0,0,0,0,0,0
2iKJ-nkOkPU,0,0,0,1,0,0,0
2Iq2iSeDq7U,0,0,1,0,1,0,0
2irmQ0iYnbg,0,0,0,0,0,0,3
2jQBTKfH1fk,0,0,0,0,1,0,0
2jYFozSupYk,0,0,0,0,0,0,0
2k-RAmGJT1s,0,0,0,1,0,0,1
2k2QSTIYK8E,0,0,0,2,0,0,0
2kAqPtIIqL8,1,0,0,0,1,0,1
2kfIkm5qVsQ,0,0,0,0,0,0,0
